,Message,Views,Date,Time
620,✅已核實消息醫院管理局表示，截至傍晚6時32分，共有6人送往聯合醫院救治，包括5男1女，其中1名男子情況嚴重，其餘4名男子及1名女子情況穩定。Source: 醫管局,20.0K,2019-08-06,23:25
621,✅已核實消息明日舉行的紅土遊行反對通知書上訴成功。已獲批新路線：海心公園➡️黃埔站A出口時間：15:30-17:30Source: 817光復紅土遊行資訊站,20.8K,2019-08-06,00:48
622,⭕️17/8-18/8活動整合————————————————17/8（六）1. 教育界大遊行時間：11:00集合，11:30起步路線：遮打花園➡️禮賓府服飾：黑衣2. 「光復紅土  還我淨土」遊行時間：15:30-17:30路線：海心公園➡️黃埔站A出口*原路線遭警方反對，上訴委員會批准以上路線，惟禁止在起點及終點舉辦集會3. 「與神同行」唱詩活動時間：18:30集合，19:00起步-22:00路線：遮打花園➡️律政中心➡️禮賓府公眾活動區———————————————18/8（日）1. 民陣「止黑暴、制警亂」集會時間：14:00 (不反對通知書至23:00)地點：維園*原定由維園至遮打道的遊行遭警方反對，只准在維園集會；上訴委員會維持對遊行發反對通知書。Source: Fact check人員整合,18.9K,2019-08-07,00:20
623,✅已核實消息警方將於短期內驅散聚集於旺角警署外示威者Source: RTHK news,17.6K,2019-08-08,00:28
624,✅已核實消息由於天后站現時十分擠迫，港鐵個別列車或不停天后站。Source: Now news,16.9K,2019-08-09,21:06
625,✅已核實消息由於個別站十分擠迫，港鐵個別列車或不停銅鑼灣站或天后站。Source: Now news,20.9K,2019-08-10,19:09
626,✅已核實消息 [15:40 update]由於個別站十分擠迫，港鐵個別列車或不停銅鑼灣站、天后站或炮台山站。Source: Now news,15.1K,2019-08-10,20:10
627,✅已核實消息 [15:55 update]港島線來回方向列車不停天后站及炮台山站。港鐵已安排特別列車從天后站接載乘客離開。Source: Now news,17.3K,2019-08-10,21:49
628,✅已核實消息 [16:20 update]港島線來回方向列車恢復在銅鑼灣站及炮台山站上落客，惟繼續不停天后站。Source: RTHK news,21.0K,2019-08-10,22:37
629,✅已核實消息九巴暫停所有經紅隧的過海巴士路線，以及307、603、673、681、914、934、936、948路線。Source: KMB網頁,16.8K,2019-08-11,16:42
630,✅已核實消息 [18:25 update]港島線列車服務回復正常，所有列車恢復在銅鑼灣站、天后站及炮台山站上落客。Source: Now news,16.9K,2019-08-11,17:10
631,✅已核實消息新巴城巴超過40條路線服務暫停，包括經紅隧過海路線。Source: Now news,17.6K,2019-08-11,17:53
632,✅已核實消息民陣宣布，在銅鑼灣、天后及維園一帶，有170萬人參與集會。Source: RTHK news,18.2K,2019-08-11,18:43
633,✅已核實消息將軍澳凌晨發生傷人案，一名男子斬傷三名正在整理連儂牆的男女，其中一名26歲女子危殆，正在深切治療部接受治療，暫時無人被捕。 警方正通緝一名年約五十歲有大陸口音男子，涉嫌同案有關。Source: Now news,17.8K,2019-08-11,18:48
634,⭕️21/8-25/8活動整合————————————————21/8（三）1. 港鐵不合作運動重啟時間：07:30地點：紅線 - 荔景，綠線 - 九龍塘，藍線 - 炮台山https://t.me/mtrisdangerous2. 721元朗恐襲一個月靜坐時間：19:00-23:00地點：西鐵元朗站———————————————22/8（四）中學生集會時間：15:00-19:30地點：愛丁堡廣場*不反對通知書申請中———————————————23/8（五）1. 823人鏈 香港之路時間：19:00-21:00地點：港島線、荃灣線、觀塘現各站出口https://t.me/HKWay2. 基督徒集會時間：19:00-21:00地點：中環遮打花園———————————————24/8（六）「燃點香港 · 全民覺醒」觀塘遊行時間：13:00集合，13:30起步路線：駿業街公園遊樂場➡️觀塘泳池*不反對通知書申請中———————————————25/8（日）荃葵青大遊行時間：14:30集合，15:00起步路線：葵芳(南)巴士總站➡️荃灣公園*不反對通知書申請中Source: Fact check人員整合,19.3K,2019-08-11,19:16
635,✅已核實消息[22:40] 港鐵宣佈西鐵綫列車服務會作以下安排:(1)港鐵會持續安排特別列車接載乘客離開元朗站(2)其他列車不停元朗站Source: MTR,18.9K,2019-08-11,20:01
636,✅已核實消息高院批准延長機場臨時禁制令直至法庭另有命令Source: Now news,25.5K,2019-08-11,21:00
637,⭕️24/8-25/8活動整合24/8（六）網民自發：機場交通壓力測試時間：0700地點：無固定地點「燃點香港 · 全民覺醒」觀塘遊行時間：13:00集合，13:30起步路線：駿業街公園遊樂場➡️零碳天地外*已獲發不反對通知書———————————————25/8（日）荃葵青大遊行時間：14:30集合，15:00起步路線：葵芳(南)巴士總站➡️荃灣公園*警方就遊行發出反對通知書，只批准於荃灣公園舉辦集會，主辦方會就反對通知上訴Source: Fact check人員整合,46.3K,2019-08-11,21:06
638,✅已核實消息因應觀塘遊行，中午12時起，港鐵觀塘綫九龍灣至藍田站暫時關閉，彩虹站至調景嶺站列車服務暫停Source: Now news,21.0K,2019-08-11,21:09
639,✅已核實消息醫院管理局表示，截至傍晚6時32分，共有6人送往聯合醫院救治，包括5男1女，其中1名男子情況嚴重，其餘4名男子及1名女子情況穩定。Source: 醫管局,24.7K,2019-08-11,22:25
640,✅已核實消息10名香港的大學生昨日在西藏珠穆朗瑪峰被公安扣查，其中8人為香港大學學生、1人為科技大學學生、1人為城市大學學生。港大表示，最新收到消息，8名港大生及城大生已獲釋；科大生的調查程序則尚未完結。Source: 港大,23.3K,2019-08-11,22:48
641,✅已核實消息 [20:55 update]10名香港的大學生昨日在西藏珠穆朗瑪峰被公安扣查，其中8人為香港大學學生、1人為科技大學學生、1人為城市大學學生。港大表示，最新收到消息，全部10名學生已獲釋。Source: 港大,43.5K,2019-08-11,22:51
642,✅已核實消息港鐵宣布下午1:30起關閉荃灣、葵芳站及西鐵荃灣西站  列車將不停該三站 荃灣綫會改以大窩口為終點站Source: Cable news,21.3K,2019-08-11,23:34
643,✅已核實消息警方稱短時間內清場 籲荃葵青遊行人士立即離開Source: RTHK news,22.5K,2019-08-11,00:32
644,✅已核實消息最少兩架水炮車抵達荃灣近大河道及沙咀道位置。Source: Cable live,23.2K,2019-08-11,00:55
645,✅已核實消息水炮車沿大河道往青山公路方向前進，防暴警察清除大河道路障。Source: Cable live,22.3K,2019-08-12,09:42
646,✅已核實消息兩架水炮車抵達大河道及楊屋道交界戒備。Source: Cable live,24.2K,2019-08-12,11:33
647,✅已核實消息警方承認有一名軍裝警員於荃灣開槍。Source: now news,27.7K,2019-08-12,14:50
648,✅已核實消息警方於周六及周日共拘捕86人 Source: now news,22.7K,2019-08-12,16:03
649,❌以下內容證實為假新聞https://www.facebook.com/100002922450697/posts/2373247556115970?s=522074694&sfns=mo警察向示威者投擲燃燒彈———https://www.facebook.com/186040714921338/posts/1193039150888151?s=522074694&v=e&sfns=mo該片段前半秒被剪去，有線電視片段顯示燃燒彈由示威者一方投出。（1:38）,24.8K,2019-08-12,16:04
650,⭕️28/8-31/8 活動整合———————————————28/8（三）1. 8.28中大會師派對時間：15:00-18:00地點：中大百萬大道行動：黑衣為記，會師期間默站@wuisipartyinfo2.「譴責國泰製造白色恐怖」集會時間：16:00-19:00地點：中環愛丁堡廣場，遊行至太古廣場*原定國泰城集會遭警方反對，上訴亦被駁回*愛丁堡廣場集會已獲發不反對通知書3. 反送中#MeToo集會時間：20:00-21:30地點：中環遮打花園服飾：黑衫、紫色絲帶，參加者可用唇膏在手上寫上#ProtestToohttps://t.me/ProtestTooHK*已獲發不反對通知書———————————————29/8（四）829 Winter on Fire遍地開花放映會時間：18:30-22:30地區：全港各區放映位置可參考：https://drive.google.com/file/d/1dzE4HD5RUCRuoxkcmsY4tNnDqn4NvYZ5/view?usp=drivesdk———————————————31/8（六）民陣「人大831落閘五週年遊行」時間：14:30集合，15:00起步路線：中環遮打花園➡️西環中聯辦*不反對通知書申請中Source: Fact check人員整合,28.3K,2019-08-12,16:08
651,✅已核實消息民陣指警方向8.31遊行集會發反對通知書。Source: Cable news,24.0K,2019-08-12,17:48
652,✅已核實消息因應遊行上訴被駁回 民陣決定取消明天遊行集會Source: Now news,22.8K,2019-08-12,20:08
653,"✅已核實消息港鐵因應金鐘站外狀況，暫時關閉金鐘站。港島線來回列車不停金鐘及西營盤站，荃灣線列車不停金鐘，南港島線以海洋公園為終點站。Source: RTHK, cable news",19.4K,2019-08-12,23:21
654,✅已核實消息因應天后至西營盤一帶的情況，該區的港鐵站或會隨時關閉而未能預早通知。Source: MTR,21.4K,2019-08-12,00:24
655,✅已核實消息港鐵宣布，因應佐敦站外突發情況，荃灣線來回列車不停佐敦站。Source: MTR,22.8K,2019-08-13,01:43
656,✅已核實消息西營盤站，金鐘站及灣仔站暫時關閉，港島綫列車不停該站Source: MTR,19.4K,2019-08-14,15:05
657,✅已核實消息港鐵荃灣綫及觀塘綫不停旺角站Source: RTHK news,22.7K,2019-08-14,15:12
658,✅已核實消息太子站現場廣播，該站因發生嚴重事故將會關閉，呼籲乘客立即離開。Source: Apple live,20.5K,2019-08-15,19:18
659,✅已核實消息10名香港的大學生昨日在西藏珠穆朗瑪峰被公安扣查，其中8人為香港大學學生、1人為科技大學學生、1人為城市大學學生。港大表示，最新收到消息，8名港大生及城大生已獲釋；科大生的調查程序則尚未完結。Source: 港大,19.6K,2019-08-16,11:27
660,✅已核實消息 [20:55 update]10名香港的大學生昨日在西藏珠穆朗瑪峰被公安扣查，其中8人為香港大學學生、1人為科技大學學生、1人為城市大學學生。港大表示，最新收到消息，全部10名學生已獲釋。Source: 港大,20.1K,2019-08-16,23:39
661,✅已核實消息港鐵宣布下午1:30起關閉荃灣、葵芳站及西鐵荃灣西站  列車將不停該三站 荃灣綫會改以大窩口為終點站Source: Cable news,29.2K,2019-08-17,09:46
662,✅已核實消息警方稱短時間內清場 籲荃葵青遊行人士立即離開Source: RTHK news,52.9K,2019-08-17,19:06
663,✅已核實消息最少兩架水炮車抵達荃灣近大河道及沙咀道位置。Source: Cable live,25.7K,2019-08-18,14:15
664,✅已核實消息水炮車沿大河道往青山公路方向前進，防暴警察清除大河道路障。Source: Cable live,29.4K,2019-08-18,14:39
665,✅已核實消息兩架水炮車抵達大河道及楊屋道交界戒備。Source: Cable live,28.9K,2019-08-18,14:47
666,✅已核實消息警方承認有一名軍裝警員於荃灣開槍。Source: now news,31.4K,2019-08-18,15:41
667,✅已核實消息警方於周六及周日共拘捕86人 Source: now news,34.3K,2019-08-18,15:56
668,❌以下內容證實為假新聞https://www.facebook.com/100002922450697/posts/2373247556115970?s=522074694&sfns=mo警察向示威者投擲燃燒彈———https://www.facebook.com/186040714921338/posts/1193039150888151?s=522074694&v=e&sfns=mo該片段前半秒被剪去，有線電視片段顯示燃燒彈由示威者一方投出。（1:38）,27.6K,2019-08-18,16:21
669,⭕️28/8-31/8 活動整合———————————————28/8（三）1. 8.28中大會師派對時間：15:00-18:00地點：中大百萬大道行動：黑衣為記，會師期間默站@wuisipartyinfo2.「譴責國泰製造白色恐怖」集會時間：16:00-19:00地點：中環愛丁堡廣場，遊行至太古廣場*原定國泰城集會遭警方反對，上訴亦被駁回*愛丁堡廣場集會已獲發不反對通知書3. 反送中#MeToo集會時間：20:00-21:30地點：中環遮打花園服飾：黑衫、紫色絲帶，參加者可用唇膏在手上寫上#ProtestToohttps://t.me/ProtestTooHK*已獲發不反對通知書———————————————29/8（四）829 Winter on Fire遍地開花放映會時間：18:30-22:30地區：全港各區放映位置可參考：https://drive.google.com/file/d/1dzE4HD5RUCRuoxkcmsY4tNnDqn4NvYZ5/view?usp=drivesdk———————————————31/8（六）民陣「人大831落閘五週年遊行」時間：14:30集合，15:00起步路線：中環遮打花園➡️西環中聯辦*不反對通知書申請中Source: Fact check人員整合,25.5K,2019-08-18,18:03
670,✅已核實消息民陣指警方向8.31遊行集會發反對通知書。Source: Cable news,22.8K,2019-08-18,18:28
671,✅已核實消息因應遊行上訴被駁回 民陣決定取消明天遊行集會Source: Now news,23.6K,2019-08-18,18:46
672,"✅已核實消息港鐵因應金鐘站外狀況，暫時關閉金鐘站。港島線來回列車不停金鐘及西營盤站，荃灣線列車不停金鐘，南港島線以海洋公園為終點站。Source: RTHK, cable news",46.9K,2019-08-18,22:11
673,✅已核實消息因應天后至西營盤一帶的情況，該區的港鐵站或會隨時關閉而未能預早通知。Source: MTR,19.4K,2019-08-20,12:46
674,✅已核實消息港鐵宣布，因應佐敦站外突發情況，荃灣線來回列車不停佐敦站。Source: MTR,21.4K,2019-08-20,00:11
675,✅已核實消息西營盤站，金鐘站及灣仔站暫時關閉，港島綫列車不停該站Source: MTR,22.8K,2019-08-21,22:51
676,✅已核實消息港鐵荃灣綫及觀塘綫不停旺角站Source: RTHK news,19.4K,2019-08-23,12:08
677,✅已核實消息太子站現場廣播，該站因發生嚴重事故將會關閉，呼籲乘客立即離開。Source: Apple live,22.7K,2019-08-23,00:05
678,✅已核實消息港鐵觀塘綫及荃灣綫列車服務暫停Source: RTHK news,20.5K,2019-08-24,10:38
679,✅已核實消息警方證實於維園一帶曾發射兩槍實彈Source: Now news,19.6K,2019-08-24,19:22
680,✅已核實消息港鐵將軍澳綫暫停服務Source: Now news,20.1K,2019-08-16,23:39
681,✅已核實消息港鐵港島綫、南港島綫及將軍澳線綫列車服務暫停Source: RTHK news,29.2K,2019-08-17,09:46
682,✅已核實消息因應機場現場情況，警方將會採取驅散行動，並警告示威者立即停止違法行為及離開。Source: 香港警察Facebook,52.9K,2019-08-17,19:06
683,✅已核實消息機場快線往香港方向列車服務暫停Source: Cable news*註: 即機場快線全線服務暫停,25.7K,2019-08-18,14:15
684,✅已核實消息[17:11] 警方將於短時間內於機場採取驅散行動，並警告示威者立即停止違法行為及離開。Source: 香港警察Facebook,29.4K,2019-08-18,14:39
685,✅已核實消息東涌站服務暫停Source: Cable news,28.9K,2019-08-18,14:47
686,✅已核實消息[17:57 東涌情況] 警方警告示威者立即停止違法行為及離開。請附近的市民留意警方的消息公佈。Source: 香港警察Facebook,31.4K,2019-08-18,15:41
687,✅已核實消息港鐵指，由於由於青衣站被人惡意破壞，車站需要暫停服務，東涌線全線服務暫停。Source: MTR,34.3K,2019-08-18,15:56
688,✅已核實消息東涌綫及迪士尼綫列車服務暫停Source: RTHK news,27.6K,2019-08-18,16:21
689,✅已核實消息機場快綫由機場往九龍及香港站列車恢復，每10分鐘一班車。Source: Now news,25.5K,2019-08-18,18:03
690,🚫以下內容未有可靠來源網傳消息指，收到一位醫護人員報稱：琴晚(八月三十一日)太子死左幾個示威者，檻生打死，已秘密車左去醫院殮房，封鎖消息！---------------醫管局就有關消息，作出以下回應：就八月三十一日公眾集會事件中，送院傷者共有46人，當中無死亡個案，目前有19人留院接受治療，5人情況嚴重、14人情況穩定。另Fact Check人員翻查立法會文件所見:醫院殮房負責處理在醫院內去世人士的遺體，醫管局病理學醫生負責剖驗存放在醫院殮房內的遺體。衞生署公眾殮房負責處理涉及刑事案件、在拘留期間死亡人士的遺體以外，及接收並非在醫院去世人士或在醫院急症室死亡人士的遺體。剖驗存放於衞生署公眾殮房的遺體，由衞生署的法醫負責。Source: 醫管局Facebook、立法會新聞公報 (立法會十題：醫院殮房及公眾殮房處理的遺體) https://www.info.gov.hk/gia/general/200606/07/P200606070144.htm,22.8K,2019-08-18,18:28
691,✅ 已核實消息網傳8月31日於太子站被捕的13歲少年家人拒絕保釋，612人道基金回應指，事主已於9月2日提堂，並已保釋外出。Source: 612人道支援基金Facebook,23.6K,2019-08-18,18:46
692,"✅ 已核實消息林鄭月娥發表電視講話，正式宣布撤回修例。Source: HK01, RTHK",46.9K,2019-08-18,22:11
693,✅ 已核實消息網上流傳於8月31日太子站衝突中，站內有10名傷者，唯消防處當晚僅送7名傷者到兩間醫院，3名重傷者不知所終。更有流傳有死者被送往廣華醫院殮房。———————-消防處回覆明報指，當時初步點算有10名傷者，再次點算時確認7人需送院。原因或是傷者曾換位而重複計算，或確認人數時有傷者表示不需送院。救護員乘港鐵特別列車將傷者送到荔枝角站，再由救護車送院。3男1女送往瑪嘉烈、2男1女送往明愛。廣華醫院於9月2日曾澄清，並無任何遺體涉及8月31日事件。Source: 明報,28.3K,2019-08-20,12:46
694,✅  已核實消息「長洲覆核王」郭卓堅與朋友葉慶祥入稟高等法院提司法覆核，稱特首林鄭月娥拒絕成立獨立調查委員會徹查警方有否濫權及反修例示威持續原因，已構成行為失當，完全不符合公眾的合理期望。Source: 明報、HK01,21.3K,2019-08-20,00:11
695,❌以上圖片為假消息---------------------------------國難五金指有關籌款與其無關，亦從沒有要求任何籌款。要求有關籌款者於12小時內 (9月5日 晚上10點前) 親自與其聯絡。大家捐款前務必查證籌款單位，以確保捐款可真正幫到有需要的手足。Source: 國難五金tg channel https://t.me/gwok3naan6ng5gam1,21.6K,2019-08-21,22:51
696,✅已核實消息太子站現場廣播，該站因發生嚴重事故將會關閉，呼籲乘客立即離開。Source: Apple live,30.7K,2019-08-23,12:08
697,✅已核實消息港鐵觀塘綫及荃灣綫列車服務暫停Source: RTHK news,24.4K,2019-08-23,00:05
698,✅已核實消息警方證實於維園一帶曾發射兩槍實彈Source: Now news,23.7K,2019-08-24,10:38
699,✅已核實消息港鐵將軍澳綫暫停服務Source: Now news,27.8K,2019-08-24,19:22
700,✅已核實消息港鐵港島綫、南港島綫及將軍澳線綫列車服務暫停Source: RTHK news,23.4K,2019-08-24,20:34
701,✅已核實消息因應機場現場情況，警方將會採取驅散行動，並警告示威者立即停止違法行為及離開。Source: 香港警察Facebook,25.4K,2019-08-24,20:57
702,✅已核實消息機場快線往香港方向列車服務暫停Source: Cable news*註: 即機場快線全線服務暫停,27.9K,2019-08-25,11:39
703,✅已核實消息[17:11] 警方將於短時間內於機場採取驅散行動，並警告示威者立即停止違法行為及離開。Source: 香港警察Facebook,33.8K,2019-08-25,17:04
704,✅已核實消息東涌站服務暫停Source: Cable news,26.8K,2019-08-25,17:58
705,✅已核實消息[17:57 東涌情況] 警方警告示威者立即停止違法行為及離開。請附近的市民留意警方的消息公佈。Source: 香港警察Facebook,30.6K,2019-08-25,18:09
706,✅已核實消息港鐵指，由於由於青衣站被人惡意破壞，車站需要暫停服務，東涌線全線服務暫停。Source: MTR,25.5K,2019-08-25,18:22
707,✅已核實消息東涌綫及迪士尼綫列車服務暫停Source: RTHK news,22.2K,2019-08-25,21:09
708,✅已核實消息機場快綫由機場往九龍及香港站列車恢復，每10分鐘一班車。Source: Now news,48.2K,2019-08-26,16:34
709,🚫以下內容未有可靠來源網傳消息指，收到一位醫護人員報稱：琴晚(八月三十一日)太子死左幾個示威者，檻生打死，已秘密車左去醫院殮房，封鎖消息！---------------醫管局就有關消息，作出以下回應：就八月三十一日公眾集會事件中，送院傷者共有46人，當中無死亡個案，目前有19人留院接受治療，5人情況嚴重、14人情況穩定。另Fact Check人員翻查立法會文件所見:醫院殮房負責處理在醫院內去世人士的遺體，醫管局病理學醫生負責剖驗存放在醫院殮房內的遺體。衞生署公眾殮房負責處理涉及刑事案件、在拘留期間死亡人士的遺體以外，及接收並非在醫院去世人士或在醫院急症室死亡人士的遺體。剖驗存放於衞生署公眾殮房的遺體，由衞生署的法醫負責。Source: 醫管局Facebook、立法會新聞公報 (立法會十題：醫院殮房及公眾殮房處理的遺體) https://www.info.gov.hk/gia/general/200606/07/P200606070144.htm,21.5K,2019-08-26,18:01
710,✅ 已核實消息網傳8月31日於太子站被捕的13歲少年家人拒絕保釋，612人道基金回應指，事主已於9月2日提堂，並已保釋外出。Source: 612人道支援基金Facebook,25.2K,2019-08-27,00:04
711,"✅ 已核實消息林鄭月娥發表電視講話，正式宣布撤回修例。Source: HK01, RTHK",26.3K,2019-08-29,11:16
712,✅ 已核實消息網上流傳於8月31日太子站衝突中，站內有10名傷者，唯消防處當晚僅送7名傷者到兩間醫院，3名重傷者不知所終。更有流傳有死者被送往廣華醫院殮房。———————-消防處回覆明報指，當時初步點算有10名傷者，再次點算時確認7人需送院。原因或是傷者曾換位而重複計算，或確認人數時有傷者表示不需送院。救護員乘港鐵特別列車將傷者送到荔枝角站，再由救護車送院。3男1女送往瑪嘉烈、2男1女送往明愛。廣華醫院於9月2日曾澄清，並無任何遺體涉及8月31日事件。Source: 明報,23.7K,2019-08-30,11:59
713,✅  已核實消息「長洲覆核王」郭卓堅與朋友葉慶祥入稟高等法院提司法覆核，稱特首林鄭月娥拒絕成立獨立調查委員會徹查警方有否濫權及反修例示威持續原因，已構成行為失當，完全不符合公眾的合理期望。Source: 明報、HK01,28.3K,2019-08-30,23:32
714,❌以上圖片為假消息---------------------------------國難五金指有關籌款與其無關，亦從沒有要求任何籌款。要求有關籌款者於12小時內 (9月5日 晚上10點前) 親自與其聯絡。大家捐款前務必查證籌款單位，以確保捐款可真正幫到有需要的手足。Source: 國難五金tg channel https://t.me/gwok3naan6ng5gam1,21.3K,2019-08-31,20:37
715,"✅已核實消息太子站暫時關閉Source: RTHK news, Now news",21.6K,2019-08-31,21:39
716,✅已核實消息[22:40] 港鐵宣佈因應旺角站設施被破壞，及太子站附近有人聚集，太子站及旺角站暫時關閉，荃灣線及觀塘線列車不停上述兩站。Source: MTR app,30.7K,2019-08-31,21:59
717,"✅已核實消息油麻地站、旺角站及太子站關閉Source: RTHK news, Now news",24.4K,2019-08-31,22:14
718,✅已核實消息[23:50]港鐵宣佈，荃灣線來往美孚至中環站服務暫停，觀塘線不停油麻地、旺角及太子站。Source: RTHK news,23.7K,2019-08-31,22:44
719,✅已核實消息港鐵宣佈，太子站因有公眾活動，現暫時關閉。觀塘綫和荃灣綫來回方向列車亦不停太子站。乘客如需轉綫，可於旺角站或油麻地站轉車。港鐵並指，其他車站亦有可能因應實際情況而隨時關閉。Source: MTR,27.8K,2019-08-31,22:59
720,✅已核實消息政府今天再出新聞稿澄清，過去三個月的執法行動中並無導致死亡個案，同時強烈否認持續散播的謠言（指稱在八月三十一日晚上在港鐵太子站衝突中有致命事件發生）。Source: 政府新聞處,23.4K,2019-08-24,20:34
721,"✅已核實消息港鐵暫時關閉旺角站 列車不停旺角太子站Source: RTHK news, Now news",25.4K,2019-08-24,20:57
722,✅已核實消息港鐵沙田站關閉 大圍站來回火炭站列車暫停Source: MTR app,27.9K,2019-08-25,11:39
723,✅已核實消息將軍澳綫現時不停將軍澳站 將軍澳站已關閉Source: MTR app,33.8K,2019-08-25,17:04
724,✅已核實消息大埔墟站列車暫停服務。Source: Now news,26.8K,2019-08-25,17:58
725,✅已核實消息東鐵線列車服務陸續回復正常，繼續不停沙田及大埔墟站。Source: Now news,30.6K,2019-08-25,18:09
726,✅已核實消息港鐵宣佈因應車站突發情況，中環站現已暫時關閉，荃灣線及港島線列車不停中環站。Source: Now news,25.5K,2019-08-25,18:22
727,✅已核實消息港鐵宣佈灣仔站關閉，列車不停灣仔及中環站。Source: Cable news,22.2K,2019-08-25,21:09
728,✅已核實消息太子站關閉 列車不停太子、中環及灣仔站Source: RTHK news,48.2K,2019-08-26,16:34
729,✅已核實消息旺角站關閉 列車不停旺角站Source: Now news,21.5K,2019-08-26,18:01
730,✅已核實消息警方宣布即日起，會按需要繼續適時舉行四點鐘記者會。Source: 香港警察 Facebook,25.2K,2019-08-27,00:04
731,"❌以下為假新聞日本政治團體「幸福實現黨」刊物《幸福實現》指香港眾志成員周庭希望日本當局派出自衛隊，以幫助香港「守護自由」。————————————周庭於Facebook專頁表示，從來沒發表有關言論，被要求該黨將文章刪除。9月6日，「幸福實現黨」於Twitter發聲明指，該內容是周庭的「守護靈」發言，而非其本人。香港經貿商會會長李秀恆昨仍於香港商報社評批評周庭有關言論。Source: 周庭Facebook, 幸福實現黨Twitter https://info.hr-party.jp/files/2019/09/07124039/fdyga21k.pdf",26.3K,2019-08-29,11:16
732,✅已核實消息警方反對民陣周日集會及遊行Source: Now news,23.7K,2019-08-30,11:59
733,✅ 已核實消息消防處將於下午二時三十分就八月三十一日在港鐵太子站發生的事件舉行記者會。Source: 消防處,20.6K,2019-08-30,23:32
734,✅ 已核實消息《願榮光歸香港》的作曲人表示，已尋找發行公司代理歌曲的發行工作，稍後將於各大音樂平台上架。現於Apple Music平台上架的歌曲屬「翻版」，呼籲大家不要支持「假歌」。Source: 蘋果新聞,24.7K,2019-08-31,20:37
735,✅已核實消息[中環及金鐘] 警方將會在短時間內驅散示威者。警方警告示威者立刻停止所有違法行為，並離開現場。市民應避免前往金鐘中環一帶。                                          Source: 香港警察facebook,24.7K,2019-08-31,21:39
736,✅已核實消息 港鐵再關閉銅鑼灣站。即現時金鐘、灣仔、銅鑼灣站都關閉。Source: MTR,21.3K,2019-08-31,21:59
737,✅ 已核實消息立法會議員楊岳橋接獲有關831太子站事件的文件，將於今午3時會見記者，講述當中細節。Source: 蘋果新聞,25.6K,2019-08-31,22:14
738,✅已核實消息港鐵因應公眾活動進行，下午1時起關閉屯門站，下午3時起關閉元朗站。Source: Now news,20.9K,2019-08-31,22:44
739,⭕️21/9-22/9活動整合———————————-21/9 (六）1. 屯門公園再光復遊行｜屯門公園衛生關注組時間：1400集合，1500起步路線：新和里 至 屯門政府合署TG頻道： https://t.me/TuenMunParkHCG*有不反對通知書2. 元朗恐襲兩個月靜坐時間：1900-2300地點：元朗西鐵站22/9（日）1. 紅土/九龍城區基督徒人鏈行動時間：0845地點：馬頭圍道遊樂場Dress Code：街坊裝，建議自備口罩及傘2. 沙田市中心巡迴合唱團、和理shop時間：1200地點：沙田連城廣場、新城市廣場TG頻道：https://t.me/shoppingwithyou3. 機場和你suck 4.0行動時間：1300地點：香港國際機場TG頻道：https://t.me/stuckwithyouSource: Factcheck 人員整合,21.5K,2019-08-31,22:59
740,✅ 已核實消息警方表示將於短時間內在屯門進行驅散行動。Source: Now news,21.4K,2019-08-31,23:18
741,✅ 已核實消息警方表示將於短時間內在元朗驅散示威者。Source: Now news,22.0K,2019-08-31,23:46
742,🚫 以下內容未有可靠來源網傳於9月24日荃灣發現的浮屍於9月21日被捕，可能於警署受酷刑而死，被曾被告縱火，有關案件編號為 DCCC 130/2019。----------------明報、東方日報等報道指，死者為郭啟訓，涉及2017年一宗假冒官員電話騙案，被控洗黑錢等罪。未有可靠消息指死者曾於9月21日被捕。而根據香港司法機構網上查詢聆訊日期服務顯示，DCCC 130/2019 的縱火案被告為郭振龍。Source: 明報、東方日報、香港司法機構網上查詢聆訊日期服務,23.4K,2019-08-31,23:48
743,✅ 已核實消息民陣928添馬公園集會獲發不反對通知書。Source: Now news,21.8K,2019-08-31,23:56
744,❌以下內容為假消息Telegram流傳一張香港電台即時新聞截圖，內容為運輸署宣佈紅隧來回方向全封，有人聲稱為今日(26日)新聞。-------------Fact check人員翻查確認，該截圖為8月3日新聞，而非今日。香港電台今日並無發佈相關新聞。Source: RTHK,23.6K,2019-09-01,15:39
745,✅ 已核實消息警方反對民陣十一遊行集會申請。Source: Now news,26.8K,2019-09-01,16:34
746,✅已核實消息民陣宣布集會結束Source: fact check人員現場消息,31.8K,2019-09-01,17:22
747,✅已核實消息警方指有示威者於夏愨道堵路及向警務人員投擲磚頭。宣布將於短時間內使用相應武力驅散。Source: 警察facebook,31.3K,2019-09-01,17:49
748,✅已核實消息添華道水炮車出動，向夏愨道噴射藍色水劑。Source: RTHK live,25.3K,2019-09-01,18:00
749,✅已核實消息港島綫來往柴灣站及西灣河站列車服務暫停。 Source: Now News,21.6K,2019-09-01,18:06
750,✅已核實消息添華道水炮車出動，向夏愨道噴射藍色水劑。Source: RTHK live,21.8K,2019-09-01,19:04
751,✅已核實消息港島綫來往柴灣站及西灣河站列車服務暫停。 Source: Now News,27.2K,2019-09-01,22:42
752,✅已核實消息港島綫筲箕灣站列車事故已完成處理，港島綫列車服務逐步回復正常。Source: Now News,24.3K,2019-09-01,00:54
753,✅已核實消息港鐵宣布，灣仔站已關閉，港島綫列車將不停該站。港島綫其他車站的部份出入口亦可能隨時關閉而不預先通知。Source: MTR app,23.7K,2019-09-02,09:52
